id,budget,popularity,runtime,revenue,month,day,year
1105,13500000,8.969705,90.0,3342697,2,4,2016
1106,0,3.701538,106.0,15530077,2,27,2003
1107,7200000,5.553737,99.0,2300000,7,1,1987
1108,20000000,8.801032,100.0,8352885,5,7,2013
1109,95000000,15.297821,102.0,114178613,12,12,2014
1110,9000000,19.827546,87.0,44196684,11,8,1988
1111,0,1.943323,97.0,3021629,9,16,1994
1112,0,7.936216,124.0,129795554,7,28,1982
1113,42000000,11.214779,90.0,60845711,5,3,2017
1114,5600000,8.853168,85.0,18469680,9,15,2009
1115,17000000,10.250997,105.0,12355798,9,2,2011
1116,14000000,9.781451,125.0,185438673,7,7,1977
1117,40000000,13.02535,86.0,38172500,5,15,1998
1118,40000000,12.520688,114.0,141069860,11,1,2001
1119,62000000,6.318445,106.0,107879496,11,17,1995
1120,39000000,10.296047,87.0,35287788,10,4,2012
1121,8500000,9.099731,97.0,32222567,7,31,1987
1122,4000000,8.16339,96.0,31584901,7,27,2006
1123,8000000,6.040486,98.0,59612888,5,31,1985
1124,44000000,11.342024,125.0,63327201,3,22,2013
1125,105000000,20.151037,100.0,408579038,6,23,2016
1126,60000000,13.214068,104.0,105178561,4,6,2001
1127,220000000,89.887648,143.0,1519557910,4,25,2012
1128,75000000,7.116537,99.0,14010690,1,14,1999
1129,350000,10.421679,85.0,29400000,10,15,1981
1130,2600000,11.600224,91.0,2850263,9,17,1993
1131,0,7.68372,96.0,126737428,5,26,1977
1132,3537415,9.117054,162.0,1390172,7,14,2016
1133,100000000,9.615691,121.0,230884728,2,8,2005
1134,2000000,6.536006,118.0,11540607,9,2,1999
1135,0,3.408264,102.0,40000,5,15,2014
1136,26000000,6.866634,99.0,36800000,11,29,1994
1137,0,2.969691,94.0,50673078,7,18,2009
1138,22000000,6.760321,116.0,15400000,12,6,2013
1139,0,14.214403,115.0,30,2,11,1994
1140,100000,8.003815,96.0,444098,4,5,2013
1141,20000000,39.39497,116.0,229400000,12,20,1997
1142,0,1.042432,79.0,11,9,8,2011
1143,19000000,10.874079,95.0,8247943,8,5,1988
1144,878000,13.916101,102.0,10462500,11,26,1942
1145,0,5.599039,85.0,14947,10,20,2014
1146,12000000,6.829528,98.0,84500122,11,1,2006
1147,0,6.398905,86.0,161410,1,1,1994
1148,0,7.78179,162.0,1751330,9,30,2016
1149,17000000,11.454835,97.0,129042871,4,30,2004
1150,300000,7.90622,88.0,2750275,7,3,2012
1151,2000000,9.551293,153.0,9250000,6,13,1962
1152,150000000,5.587707,144.0,709709780,6,27,2007
1153,22000000,7.719173,175.0,50750000,6,15,1977
1154,8000000,8.762536,95.0,60641,2,16,2007
1155,27000000,9.848674,117.0,16519460,7,29,1983
1156,3200000,6.72639,105.0,5332926,9,11,2010
1157,300000,1.687901,88.0,1750211,7,22,2005
1158,3500000,6.261686,96.0,7339398,10,11,2012
1159,90000000,10.338222,106.0,174578751,8,7,2013
1160,32000000,9.796962,93.0,147332697,3,30,2011
1161,13000000,15.295949,125.0,2636637,3,16,2006
1162,0,4.249695,94.0,121,9,23,1927
1163,3400000,5.101153,94.0,31063038,12,25,1977
1164,19000000,1.418221,93.0,2119994,11,24,1993
1165,30000000,6.34785,105.0,53898845,11,11,1993
1166,16000000,7.404835,124.0,34786960,10,9,2007
1167,1250000,14.605464,92.0,8500000,1,26,1953
1168,10000000,17.046052,97.0,30658387,9,9,2016
1169,3250000,1.393391,107.0,32788,9,19,2006
1170,4000000,16.861533,77.0,87404651,2,5,1953
1171,0,5.289075,102.0,11129057,11,21,1984
1172,30000000,13.371056,92.0,54819301,4,13,2012
1173,0,9.596119,90.0,2681345,9,7,2013
1174,0,4.601867,90.0,28281,6,5,2015
1175,0,11.069608,112.0,4706919,9,9,2009
1176,0,6.341259,106.0,6149791,1,22,2009
1177,18000000,9.309967,117.0,25005257,9,26,2007
1178,80000000,10.796939,129.0,96105964,7,30,2004
1179,0,0.60908,99.0,11000000,2,19,1971
1180,0,12.372036,87.0,24689703,8,9,1985
1181,10500000,11.548303,99.0,100659,7,15,2016
1182,85000000,11.03897,88.0,222231186,2,10,2008
1183,90000000,24.30526,126.0,263920180,5,7,1997
1184,9000000,7.720692,102.0,8303261,3,9,2012
1185,12000000,16.274653,125.0,307166834,5,16,2014
1186,0,2.958988,144.0,810455,9,9,1993
1187,0,1.099467,95.0,680224,10,6,1980
1188,747000,2.775402,107.0,44566,3,22,1968
1189,0,4.02059,82.0,34664,2,8,2013
1190,1119000,0.948775,103.0,2019000,8,28,1936
1191,0,2.087446,100.0,7,1,1,1985
1192,20000000,9.830382,109.0,46089287,7,18,2013
1193,15000000,7.603652,97.0,64256513,12,25,1997
1194,10000000,3.492576,89.0,598645,10,11,2002
1195,0,4.148276,90.0,1675484,5,17,2006
1196,100000000,11.174041,115.0,94882889,3,11,2010
1197,30000000,7.566321,124.0,82150642,9,13,1998
1198,5000000,1.845554,99.0,846704,9,12,2014
1199,5,6.759519,110.0,85,12,19,1978
1200,65000,2.799356,99.0,416498,11,12,2010
1201,13000000,7.17548,119.0,51723285,9,18,2010
1202,25000000,14.723646,117.0,71009334,10,25,2013
1203,0,1.459459,168.0,17000000,1,12,2017
1204,62000000,7.879924,116.0,127666415,4,20,2000
1205,0,4.912295,97.0,35114428,7,22,1987
1206,6000000,10.124544,99.0,50244700,5,22,1981
1207,0,5.257142,100.0,5151936,11,18,2005
1208,23000000,9.327986,89.0,51881013,7,17,1987
1209,6000000,14.044122,100.0,213954274,8,21,1987
1210,10000000,14.014025,103.0,83557872,9,1,2000
1211,52000000,6.906145,112.0,75450437,8,5,2011
1212,18000000,4.558075,338.0,871279,5,19,2010
1213,5000000,9.069963,135.0,13269963,6,21,1996
1214,0,7.938629,82.0,2744253,10,25,2002
1215,0,9.668784,100.0,215576,1,20,2010
1216,0,8.569996,108.0,9930095,5,5,2016
1217,0,10.273979,89.0,13418091,8,22,1986
1218,55000000,14.178281,108.0,330444045,10,6,2000
1219,7000000,4.896196,101.0,3218666,12,17,2010
1220,5000000,4.800426,106.0,1296184,4,28,2008
1221,15000000,7.942084,94.0,20566327,4,21,2016
1222,0,5.634675,107.0,7185518,9,22,1978
1223,200000000,13.693002,106.0,559852396,6,11,2011
1224,20000000,8.129407,82.0,80547866,8,18,2010
1225,100000000,23.247298,124.0,142337240,3,23,2017
1226,0,5.843804,101.0,223003,9,19,2014
1227,28000000,6.062425,91.0,10126458,9,2,2011
1228,1750000,4.250819,109.0,2200000,12,17,1957
1229,20000000,6.612175,105.0,16974459,8,31,2007
1230,150000000,12.533525,109.0,215283742,7,13,2010
1231,15000,12.706424,86.0,193355800,9,14,2007
1232,26000000,11.519662,116.0,109449237,8,11,2005
1233,0,0.618434,116.0,473993,9,12,2007
1234,15000000,5.764399,123.0,21032267,10,7,1988
1235,28000000,11.476443,136.0,186438883,9,13,2005
1236,7000000,15.280219,90.0,7644937,5,11,2010
1237,60000000,8.810961,127.0,80154140,10,9,2003
1238,11000000,8.046375,109.0,4491986,8,12,1983
1239,1500000,6.466688,93.0,30553394,8,15,2003
1240,1000000,5.760319,98.0,9138338,5,2,2012
1241,0,0.704637,139.0,126,12,7,2012
1242,13800000,11.613655,119.0,52293982,10,7,1986
1243,26000000,4.920175,94.0,38793283,3,17,2002
1244,105000000,18.50194,91.0,716392705,9,27,2013
1245,21000000,13.217421,92.0,43928932,10,2,2002
1246,1200000,5.39865,115.0,2736000,10,20,1936
1247,11800000,8.364201,118.0,40272135,11,20,2015
1248,1500000,8.504511,78.0,30448000,4,10,2007
1249,72000000,9.997032,125.0,96889998,11,4,2005
1250,225000000,12.490891,150.0,419651413,5,15,2008
1251,5000000,3.531682,94.0,5476060,7,13,2001
1252,7500000,5.795045,93.0,296000000,10,12,1989
1253,0,9.518564,122.0,17381942,1,20,1995
1254,0,1.323422,113.0,57252,4,11,1997
1255,0,1.764981,90.0,404,10,6,2010
1256,0,1.62344,0.0,39598448,8,25,1975
1257,36000000,17.714247,109.0,44350926,4,4,2003
1258,0,1.714152,95.0,337812,9,15,1989
1259,0,3.968853,107.0,6132924,5,1,1992
1260,1500000,4.948569,96.0,418961,10,1,1993
1261,5000000,5.59686,120.0,3099314,11,25,2011
1262,0,9.617662,105.0,11879046,9,26,2012
1263,5000000,1.155075,97.0,2970,11,12,1993
1264,15000000,3.4949,97.0,4627375,4,14,2011
1265,60000000,11.328316,109.0,31720158,4,24,2009
1266,0,3.524327,104.0,28208,3,1,2014
1267,16000000,10.264597,93.0,68411275,7,8,2000
1268,7000000,9.107829,108.0,46488,1,1,2010
1269,10000000,6.426937,100.0,25605015,6,12,1998
1270,802000,6.165341,104.0,4371000,10,21,1942
1271,260000000,14.670353,132.0,284139100,3,7,2012
1272,120000,1.62632,87.0,14904,9,13,2000
1273,6000000,15.11549,139.0,102272727,8,27,1964
1274,13000000,6.236729,99.0,16929123,6,29,2001
1275,25000000,7.492912,132.0,8613462,5,4,1984
1276,230000,4.788002,89.0,25000000,7,22,1977
1277,18000000,4.918419,120.0,40239,3,29,2008
1278,0,0.941321,85.0,41232,8,7,1987
1279,5000000,5.587765,109.0,16554699,10,27,1989
1280,1000000,1.896218,93.0,2228115,9,10,2015
1281,0,2.914029,128.0,19204593,11,12,2016
1282,9000000,8.832907,90.0,46,2,9,2007
1283,4000000,5.757907,143.0,6000000,12,18,1969
1284,4000000,2.999052,92.0,350006,10,25,2013
1285,2000000,4.126083,105.0,21665468,4,16,1992
1286,50000000,14.383185,106.0,41482207,6,15,1990
1287,22000000,9.737907,117.0,67642693,12,7,1983
1288,700000,11.118844,112.0,2594000,5,25,1932
1289,1700000,11.644764,93.0,8844595,6,15,1973
1290,0,7.390658,79.0,1300000,3,5,1954
1291,15000000,4.079853,96.0,12308521,7,11,1986
1292,8000000,11.842837,163.0,27187653,12,14,1984
1293,45000000,6.922458,106.0,11203026,1,30,1998
1294,40000000,7.001645,90.0,151161491,2,1,2008
1295,24000000,4.233081,134.0,21049053,10,24,1978
1296,20500000,16.603041,99.0,87987055,3,16,1983
1297,28000000,6.000716,99.0,33000337,12,22,2000
1298,10700000,1.060709,89.0,1238080,1,28,1994
1299,0,10.754614,91.0,5624282,1,23,1998
1300,0,2.099788,90.0,37285,4,18,2014
1301,35000000,10.430238,97.0,116980662,1,31,2013
1302,0,11.823889,101.0,204660,1,14,2008
1303,44000000,4.393576,219.0,3484331,11,19,1980
1304,1500000,8.168694,129.0,9600000,10,19,1939
1305,0,12.874084,80.0,921974,6,29,2016
1306,18000000,7.263988,114.0,25739015,9,4,2008
1307,25000000,7.637345,98.0,64437847,7,6,2001
1308,0,2.69722,105.0,144633,7,1,2011
1309,7000000,13.546984,114.0,3646994,8,3,2001
1310,61000000,154.801009,145.0,369330363,10,1,2014
1311,0,1.954863,93.0,18000,1,14,2010
1312,3900000,6.997888,120.0,28350000,12,12,1966
1313,30000000,17.955897,90.0,90259536,4,25,2003
1314,33000000,19.628834,112.0,49100000,2,12,2014
1315,5000000,15.909181,91.0,6341855,12,1,2016
1316,5000000,8.405672,124.0,26010864,10,2,1980
1317,2200000,9.094477,92.0,21930418,3,22,1985
1318,722083,0.817488,120.0,499168,11,12,2014
1319,8000000,6.963023,113.0,11715321,7,11,1980
1320,30000000,12.130803,84.0,495303,9,1,2006
1321,110000000,20.547925,114.0,470490832,5,27,2015
1322,65000000,18.860681,123.0,128905366,12,8,2004
1323,0,6.198003,85.0,486021,5,21,2007
1324,0,1.935006,102.0,3337685,10,28,1994
1325,0,0.689004,80.0,235432,5,21,2008
1326,0,12.515435,91.0,3983997,9,12,2008
1327,0,9.394353,84.0,1117920,9,30,2005
1328,25000000,6.196929,114.0,27122040,2,8,2011
1329,0,0.284911,95.0,1373728,5,4,1990
1330,0,1.233405,136.0,1942423,4,3,1991
1331,0,1.194891,124.0,8100000,1,22,1982
1332,0,5.451273,98.0,1347747,8,31,2012
1333,150000000,4.351756,150.0,836297228,6,19,2009
1334,0,0.037986,123.0,15504,9,16,2005
1335,120000000,7.888013,119.0,227817248,1,12,2011
1336,6000000,0.292296,107.85657104736491,31000,10,29,2007
1337,0,12.140407,108.0,8022000,10,17,1975
1338,1200000,4.928139,85.0,2600000,9,12,1999
1339,12000000,12.01334,103.0,7070330,9,6,2008
1340,6000000,1.822246,99.0,4588176,4,5,2012
1341,35000000,13.955376,91.0,68349884,10,25,2002
1342,30000000,9.524298,104.0,196114570,2,5,2012
1343,0,4.749622,115.0,1113277,9,10,2015
1344,7000000,14.054862,96.0,20256975,2,12,1988
1345,0,0.53204,124.0,10082,10,3,1997
1346,40000000,10.855502,121.0,149295601,12,24,2013
1347,1,6.42883,115.0,5,3,9,1955
1348,80000000,11.341084,102.0,169852759,7,6,2011
1349,6000000,5.253453,92.0,14717854,7,22,1977
1350,30000000,13.413895,130.0,15395087,10,21,2011
1351,0,2.86317,152.0,5200000,10,31,1967
1352,38000000,10.307277,90.0,29907685,8,11,2006
1353,55000000,5.304043,100.0,11466088,1,9,1997
1354,30000000,7.575696,112.0,102820008,11,22,2010
1355,0,37.484577,99.0,422,6,29,2017
1356,85000000,7.680762,145.0,162242962,12,6,2005
1357,25000,3.985181,95.0,25000,11,5,2015
1358,0,2.067929,87.0,544476,11,3,1973
1359,0,6.481464,111.0,101300000,12,12,1980
1360,11000000,9.003792,94.0,3639345,9,3,2013
1361,0,3.985291,90.0,1000000,5,15,2012
1362,0,12.912845,75.0,45100,12,24,1925
1363,35000000,6.332878,102.0,155545279,4,10,2009
1364,0,0.708186,87.0,10000000,3,6,1981
1365,5700000,8.075698,110.0,19300483,11,6,2009
1366,250000,4.281631,99.0,56825,7,29,2013
1367,11000000,9.056173,94.0,593683,1,15,2015
1368,1200000,6.486117,99.0,7000000,10,3,1955
1369,6000000,0.651625,82.0,9000000,3,1,2000
1370,8000000,7.030308,122.0,49000000,8,10,2011
1371,16000000,6.62363,114.0,50007546,9,12,2008
1372,0,5.884228,96.0,1919197,1,23,2005
1373,0,4.891638,93.0,17277,4,5,1966
1374,35000000,7.759429,96.0,2106557,5,17,2012
1375,23000000,5.307984,98.0,12803305,12,18,1996
1376,20000000,14.753931,115.0,41627431,3,4,2008
1377,0,9.732026,89.0,923,1,20,2017
1378,37000000,7.387171,115.0,165335153,8,3,2001
1379,12000000,4.926507,116.0,6754898,10,27,2006
1380,3800000,10.083019,122.0,17804565,9,27,2007
1381,325000,0.867549,118.0,1600000,2,4,2016
1382,2883848,11.845107,122.0,25000000,3,18,1959
1383,800000,7.271526,100.0,867714,9,12,2009
1384,116000000,7.240753,108.0,178127760,2,7,1997
1385,20000000,5.762343,105.0,132675402,3,7,2003
1386,21000000,5.484379,91.0,970816,2,11,2011
1387,55000000,7.991168,125.0,9450897,9,10,2006
1388,5000000,10.996308,83.0,205703818,10,19,2011
1389,0,0.240888,80.0,31894,4,6,2006
1390,44000000,9.198283,147.0,165615285,10,18,1996
1391,31000000,10.163266,118.0,68106245,4,28,2000
1392,0,12.507625,112.0,5475058,10,9,2012
1393,165000000,13.697597,108.0,471222889,11,1,2012
1394,50000000,7.579855,83.0,151165787,7,17,2014
1395,190000000,22.296076,130.0,209154322,5,19,2015
1396,0,7.400261,115.0,23803308,7,29,2005
1397,85000000,11.526339,85.0,149044513,6,8,2007
1398,62000000,10.618141,137.0,1060056,9,27,1997
1399,55000000,12.202063,116.0,18626419,8,15,1996
1400,50000000,16.075615,116.0,62788218,5,15,2016
1401,125000000,16.83711,92.0,346864462,10,13,2016
1402,45000000,9.510762,111.0,212000000,12,14,2000
1403,0,8.445423,108.0,11472454,4,8,2016
1404,27000000,4.631978,117.0,44352417,8,6,2008
1405,3000000,0.129004,94.0,6804016,9,30,2004
1406,30000000,8.047735,111.0,36894225,9,13,2013
1407,0,0.796854,105.0,4314688,2,18,2016
1408,70000000,11.898185,99.0,218613188,12,15,1998
1409,11000000,4.890067,86.0,23978402,10,12,2001
1410,0,2.978534,127.0,108083,8,20,2015
1411,13000000,14.017754,132.0,3500605,11,25,2016
1412,13000000,8.611077,94.0,68572378,3,14,2013
1413,15000000,14.421528,103.0,108286421,3,10,2016
1414,0,2.616309,86.0,524668,8,15,1991
1415,40000000,14.840318,119.0,65754228,2,16,2001
1416,0,8.98296,127.0,20374201,10,6,2011
1417,0,4.337214,115.0,17530973,4,17,1992
1418,40000000,12.637158,128.0,176997168,7,8,1993
1419,2800000,8.173864,87.0,26279000,8,21,1981
1420,700000,0.712844,85.0,1179676,9,4,2009
1421,3000000,1.017103,80.0,1449945,5,6,2007
1422,0,4.241058,118.0,43471,12,2,2015
1423,32000000,13.332387,155.0,57284237,12,25,2013
1424,24000000,6.562982,89.0,30551495,9,16,2011
1425,0,5.385862,100.0,7840873,6,14,1985
1426,270000000,13.284712,154.0,391081192,6,28,2006
1427,46000000,7.420019,99.0,107196498,6,15,2000
1428,25000000,11.746053,104.0,119772232,12,25,2012
1429,60000000,8.259952,87.0,78309131,5,5,2011
1430,30000000,6.212898,98.0,102000000,10,28,2010
1431,13000000,6.361343,129.0,23727301,6,15,2005
1432,5000000,13.336773,97.0,9760104,6,12,2009
1433,38000000,8.450799,96.0,205298907,7,24,2009
1434,645180,5.841931,103.0,14743391,7,21,1989
1435,250000,0.386717,97.0,23859,4,23,2010
1436,22500000,9.615664,112.0,15520023,12,25,2014
1437,0,1.123409,89.0,1100000,11,24,2004
1438,0,5.483163,97.0,62985,5,16,2010
1439,5200000,6.700173,99.0,2459895,5,11,1990
1440,26000000,12.638573,90.0,90426405,1,31,2003
1441,0,6.345885,93.0,14481606,6,27,1986
1442,3500000,6.488277,72.0,3775000,7,21,2016
1443,10000000,12.928712,129.0,443684,3,17,2017
1444,2410000,9.110348,100.0,10755447,3,1,1985
1445,0,7.089084,120.0,34710627,3,11,2011
1446,18000000,7.69684,94.0,25312387,7,20,2014
1447,0,2.821608,124.0,8674093,8,10,1988
1448,5000000,0.619657,94.0,3000000,6,24,1970
1449,5000000,7.007993,91.0,5129058,12,16,2010
1450,0,5.695003,91.0,30524763,4,10,1992
1451,60000000,8.905732,127.0,87784194,4,17,2009
1452,22000000,10.77166,97.0,413454,7,23,2007
1453,25000000,11.299673,170.0,65884703,12,8,1983
1454,0,0.66989,137.0,80551,2,10,2015
1455,40000000,9.530278,135.0,31670620,11,23,2005
1456,13000000,2.62835,95.0,3752426,1,7,1991
1457,800000,2.46167,105.0,6792000,12,10,1965
1458,0,3.191386,111.0,7205,10,10,2014
1459,4361898,2.873356,92.0,3031801,6,6,2003
1460,3500000,6.097684,103.0,4159678,10,29,2010
1461,116000000,9.86738,170.0,102000000,12,17,2004
1462,0,4.619915,92.0,442965,9,8,1995
1463,8000000,8.172013,101.0,6491240,7,6,2010
1464,950000,9.62025,103.0,7022209,1,14,2005
1465,5000000,1.792402,125.0,55635037,12,21,2007
1466,4200000,8.803869,114.0,32000000,6,27,2004
1467,50000000,10.337211,88.0,224803475,1,17,2013
1468,35000000,11.736241,108.0,57120318,11,20,1990
1469,210000,3.424057,80.0,5000000,6,13,1953
1470,6000000,13.293569,115.0,1317657,12,17,1982
1471,4000000,1.760091,72.0,1730000,12,23,2004
1472,6000000,6.714577,110.0,102308889,9,23,1969
1473,20000000,5.990572,112.0,153698625,7,16,1993
1474,6500000,23.242452,99.0,255273813,10,2,2014
1475,3705538,7.404329,112.0,62548947,9,2,1992
1476,12000000,8.816951,91.0,37170057,8,7,1992
1477,12000000,8.025118,106.0,11293663,10,12,2007
1478,95000000,9.785895,118.0,226497209,2,1,2010
1479,20000000,12.763976,107.0,4634062,3,16,2011
1480,0,2.690008,96.0,125,6,27,2013
1481,1752000,11.709777,110.0,5000000,8,10,1950
1482,12000000,13.065315,107.0,43493123,4,25,2008
1483,33000000,7.418574,105.0,62022014,8,6,2006
1484,23000000,12.21459,101.0,79799880,1,16,2015
1485,0,16.373622,131.0,76586316,11,8,2013
1486,3000000,5.493697,139.0,2807390,10,16,1998
1487,25000000,13.72021,87.0,10736401,8,14,1992
1488,0,1.014961,103.0,6321392,3,21,1980
1489,0,0.318437,93.0,10198357,2,25,2010
1490,0,2.903563,94.0,401421,9,9,1988
1491,0,33.536359,93.0,5000000,3,10,2017
1492,5500000,2.942711,123.0,22159216,5,8,2015
1493,25000000,8.88057,107.0,147780440,1,21,2011
1494,7000000,5.701278,90.0,13818181,4,11,2003
1495,3000000,10.893224,87.0,11947954,8,6,2012
1496,45000000,3.733574,103.0,2154540,1,31,1997
1497,70000000,6.753746,116.0,202466756,3,8,2011
1498,5000000,10.510468,90.0,38610009,5,12,2009
1499,65000000,0.948759,95.0,240159255,9,12,2012
1500,650000,7.814255,98.0,33245,9,30,2010
1501,72000000,11.211568,106.0,408247917,8,2,2002
1502,18000000,7.521346,122.0,26828365,12,15,1989
1503,12000000,12.159818,110.0,81272766,2,24,2012
1504,0,0.000844,94.0,989000,4,10,1987
1505,0,6.94881,80.0,286201,10,21,2011
1506,28000000,7.954623,108.0,16374328,2,4,2016
1507,0,0.950658,90.0,320092,10,31,2003
1508,0,5.378833,95.0,16017403,8,31,2001
1509,30000000,2.899809,140.0,13130349,2,21,1997
1510,0,8.844452,100.0,3214116,6,26,2015
1511,68000000,10.97633,116.0,118063304,4,3,1997
1512,30000000,21.946943,81.0,373554033,10,30,1995
1513,15000000,15.553313,98.0,61548707,11,26,2015
1514,10000000,6.370105,101.0,1631839,2,4,2000
1515,10000000,17.602928,97.0,52882018,8,19,2015
1516,65000000,19.083823,157.0,84785914,3,2,2007
1517,25000000,8.338562,109.0,163670000,9,5,2009
1518,800000,11.84696,93.0,14000000,3,9,1984
1519,0,0.075885,98.0,269823,9,28,1990
1520,8000000,9.609879,103.0,82703,11,4,2016
1521,0,9.442756,90.0,21134374,8,4,1982
1522,130000000,10.747642,100.0,243843127,5,30,2013
1523,0,0.780748,111.0,243000,9,22,2016
1524,18000000,9.746725,105.0,1831348,3,16,2006
1525,88000000,21.14796,105.0,243637091,7,16,2015
1526,777000,8.152085,86.0,2437000,3,11,1971
1527,42000000,8.371005,115.0,63781810,4,3,2002
1528,2000000,3.3924,85.0,2260622,4,7,1994
1529,12000000,4.726238,106.0,21026290,1,8,2014
1530,0,1.650666,111.0,1079726,5,11,2001
1531,10000000,7.176601,96.0,47410000,2,9,1990
1532,36000000,9.244469,84.0,189712432,1,13,2011
1533,15000000,11.239012,107.0,59389433,3,2,2011
1534,0,2.238458,95.0,5979011,8,18,1988
1535,0,0.739681,94.0,140987,12,24,2008
1536,850000,3.334942,107.0,819939,7,10,2003
1537,14000000,8.093442,106.0,16002420,10,16,2015
1538,0,5.769957,81.0,7000000,2,2,2010
1539,4798235,9.336568,107.0,209696,8,17,2011
1540,10000000,3.033797,98.0,1759252,6,24,2011
1541,0,7.87202,100.0,4719695,4,17,2015
1542,750000,0.201582,0.0,3,6,5,2014
1543,4000000,5.099557,100.0,29456000,4,1,1997
1544,0,9.904821,97.0,36489888,5,31,1991
1545,0,5.966121,87.0,1055287,4,22,2016
1546,20000000,10.038613,98.0,51416464,1,6,2009
1547,0,6.231928,130.0,519535,3,17,2013
1548,90000000,11.605735,87.0,182290266,11,25,2003
1549,500000,0.482527,157.0,500000,10,20,2006
1550,2500000,1.216497,84.0,230069,3,13,2016
1551,145000000,12.256689,102.0,609123048,6,12,2014
1552,0,0.779768,106.0,1553826,2,22,2013
1553,30000000,8.040589,138.0,135130999,11,24,1993
1554,0,4.548774,93.0,22321,10,7,2011
1555,0,1.567626,98.0,10676194,8,12,1983
1556,17500000,7.481125,110.0,19179969,8,25,2006
1557,7000000,6.904831,91.0,560069,2,21,1996
1558,75000000,8.940007,129.0,142400065,10,24,2005
1559,27220000,12.388833,105.0,5496951,7,18,2013
1560,22000000,11.275132,105.0,9479718,10,7,2010
1561,1200000,8.471302,81.0,760883,3,25,1983
1562,7000000,7.791952,98.0,19595031,2,5,1988
1563,0,7.074042,121.0,19978961,9,28,2013
1564,6000000,12.457908,108.0,30471,1,22,1999
1565,15000000,7.492658,140.0,35485608,3,20,2013
1566,28000000,13.143061,130.0,133346506,12,11,2015
1567,0,0.535931,88.0,11000,9,19,2010
1568,2000000,11.276024,108.0,22179430,5,25,2007
1569,70000000,3.062626,101.0,11263966,9,1,1999
1570,0,8.948565,110.0,239606210,5,19,1988
1571,0,12.994387,76.0,93600000,6,16,1955
1572,40000000,6.417385,101.0,84601681,5,2,2008
1573,9100000,4.23908,183.0,76000000,12,25,2008
1574,450000,2.333661,84.0,973525,6,7,2006
1575,0,2.605017,85.0,6700,2,17,2017
1576,10500000,4.668541,89.0,11582891,10,26,1990
1577,4000000,11.609441,102.0,119723856,8,31,2003
1578,1000000,2.301183,96.0,16000000,5,21,1975
1579,28000000,17.26045,117.0,96188903,3,22,2010
1580,80000000,7.309903,136.0,121059225,1,7,2009
1581,1300000,6.636872,105.0,10750000,12,3,1951
1582,10000000,0.524432,127.0,25800,5,24,2003
1583,25000000,1.466461,87.0,12000000,3,19,1999
1584,9000000,6.484495,114.0,28607524,11,14,1986
1585,17000000,7.19669,95.0,20455276,2,6,2009
1586,0,11.127884,83.0,12382362,9,8,2005
1587,44500000,14.238234,120.0,232324128,10,11,2012
1588,30000000,8.032638,91.0,15556340,1,30,1991
1589,35000000,8.155604,112.0,23083334,3,4,2016
1590,0,6.549788,97.0,3384747,6,9,2017
1591,0,5.086013,96.0,1031243,7,3,2013
1592,31000000,5.418428,103.0,53208180,8,9,1990
1593,1250000,8.731331,101.0,11000000,11,25,1945
1594,45000000,6.84109,109.0,92374674,8,11,2005
1595,12000000,6.140116,89.0,40855419,10,10,2008
1596,0,6.851243,89.0,102617,9,19,2013
1597,10000000,6.638116,89.0,26488734,2,10,1995
1598,16000000,9.101896,89.0,66468332,12,7,2001
1599,150000000,1.456541,107.0,373062864,4,28,2009
1600,2000000,0.570293,90.0,696681,6,23,2005
1601,50000000,6.496271,88.0,6808550,1,30,2004
1602,70000000,16.316318,92.0,215529201,10,1,2014
1603,0,0.575656,105.0,3206713,11,13,1992
1604,20000000,13.591485,108.0,17280326,3,19,2009
1605,4520000,3.372304,101.0,7175592,3,11,1983
1606,6000000,7.217205,111.0,5809330,1,9,2014
1607,11000000,12.293202,109.0,161789,5,18,2015
1608,40000000,13.256679,111.0,240978,3,10,2017
1609,50000000,17.126768,114.0,159773545,5,22,1992
1610,0,7.601439,101.0,1929168,6,12,1998
1611,15000000,3.550711,94.0,9902115,3,31,2000
1612,73000000,11.604533,98.0,103891409,8,7,1998
1613,14000000,8.30721,98.0,154864401,9,30,1993
1614,50000000,9.930326,130.0,38955598,2,21,2003
1615,19000000,10.187278,93.0,40846082,10,29,1999
1616,30000000,11.589835,112.0,210819611,8,5,2009
1617,18000000,6.303384,122.0,11500000,12,1,1984
1618,0,10.107677,95.0,3537961,5,17,2004
1619,891000,0.179246,89.0,229000,2,20,1998
1620,43000000,10.536255,136.0,80049764,12,21,2000
1621,55000000,15.178338,134.0,127600435,7,7,1995
1622,662141,1.233446,98.0,1606624,4,9,1943
1623,400000,0.218588,97.0,43719,7,26,2001
1624,0,4.071187,122.0,460226,4,13,1955
1625,85000000,14.048694,93.0,252712101,6,26,1997
1626,45000000,13.53003,105.0,73762516,8,22,2008
1627,0,4.494016,102.0,540152,3,2,2012
1628,0,2.738,105.0,28400000,3,18,1983
1629,1800000,6.694959,104.0,41158757,10,9,1971
1630,0,0.269126,116.0,170832,6,1,1999
1631,260000000,39.186819,149.0,604942143,6,21,2017
1632,15000000,9.895652,107.0,34533783,2,8,2008
1633,3000000,1.412333,73.0,19010585,12,29,2010
1634,30000000,7.554848,84.0,133949270,7,17,1999
1635,7000000,11.789813,119.0,200182160,6,15,1979
1636,30000000,4.655727,101.0,13273595,1,15,1993
1637,0,4.11326,93.0,1697294,9,15,2012
